Treatment,Block,Plot,Tree_ID,Species,Sample_ID,Measurement_Period,Year,Month,DBH,Height,Comments
Nitrogen,B2,P2,i50,Rollinia exsucca,Nitrogen>B2>P2>i50>Rollinia exsucca,1-Jun,2001,June,7.9,5,
Nitrogen,B2,P2,i50,Rollinia exsucca,Nitrogen>B2>P2>i50>Rollinia exsucca,2-Jul,2002,July,8,5.3,
Nitrogen,B2,P2,i50,Rollinia exsucca,Nitrogen>B2>P2>i50>Rollinia exsucca,4-Jul,2004,July,8.4,6,
Nitrogen,B2,P2,i50,Rollinia exsucca,Nitrogen>B2>P2>i50>Rollinia exsucca,5-Jul,2005,July,8.5,6.1,
Nitrogen,B2,P2,i51,Solanum paludosum,Nitrogen>B2>P2>i51>Solanum paludosum,Nov-99,1999,November,2.1,2.2,
Nitrogen,B2,P2,i51,Solanum paludosum,Nitrogen>B2>P2>i51>Solanum paludosum,May-00,2000,May,2.7,2.65,
Nitrogen,B2,P2,i51,Solanum paludosum,Nitrogen>B2>P2>i51>Solanum paludosum,1-Jun,2001,June,3.2,2.8,
Nitrogen,B2,P2,i51,Solanum paludosum,Nitrogen>B2>P2>i51>Solanum paludosum,2-Jul,2002,July,3.2,3.2,
Nitrogen,B2,P2,i51,Solanum paludosum,Nitrogen>B2>P2>i51>Solanum paludosum,4-Jul,2004,July,3.9,3.5,
Nitrogen,B3,P3,i72,Annona paludosa,Nitrogen>B3>P3>i72>Annona paludosa,Nov-99,1999,November,2.6,2.8,
Nitrogen,B3,P3,i72,Annona paludosa,Nitrogen>B3>P3>i72>Annona paludosa,May-00,2000,May,4.5,4,
Nitrogen,B3,P3,i72,Annona paludosa,Nitrogen>B3>P3>i72>Annona paludosa,1-Jun,2001,June,6.3,5.5,
Nitrogen,B3,P3,i72,Annona paludosa,Nitrogen>B3>P3>i72>Annona paludosa,2-Jul,2002,July,7.2,6.2,
Nitrogen,B3,P3,i72,Annona paludosa,Nitrogen>B3>P3>i72>Annona paludosa,4-Jul,2004,July,8.8,8,
Nitrogen,B3,P3,i72,Annona paludosa,Nitrogen>B3>P3>i72>Annona paludosa,5-Jul,2005,July,9.2,8.5,
Nitrogen,B3,P3,i73,Rollinia exsucca,Nitrogen>B3>P3>i73>Rollinia exsucca,Nov-99,1999,November,3.5,3,
Nitrogen,B3,P3,i73,Rollinia exsucca,Nitrogen>B3>P3>i73>Rollinia exsucca,May-00,2000,May,5,3.7,
Nitrogen,B3,P3,i73,Rollinia exsucca,Nitrogen>B3>P3>i73>Rollinia exsucca,1-Jun,2001,June,6.4,4.5,
Nitrogen,B3,P3,i73,Rollinia exsucca,Nitrogen>B3>P3>i73>Rollinia exsucca,2-Jul,2002,July,6.5,5,
Nitrogen,B3,P3,i73,Rollinia exsucca,Nitrogen>B3>P3>i73>Rollinia exsucca,4-Jul,2004,July,6.9,7,
Nitrogen,B3,P3,i73,Rollinia exsucca,Nitrogen>B3>P3>i73>Rollinia exsucca,5-Jul,2005,July,7.2,7.1,
Nitrogen,B3,P3,i74,Rollinia exsucca,Nitrogen>B3>P3>i74>Rollinia exsucca,Nov-99,1999,November,2,2.8,
Nitrogen,B3,P3,i74,Rollinia exsucca,Nitrogen>B3>P3>i74>Rollinia exsucca,May-00,2000,May,2.7,3.2,
Nitrogen,B3,P3,i74,Rollinia exsucca,Nitrogen>B3>P3>i74>Rollinia exsucca,1-Jun,2001,June,3.6,4,
Nitrogen,B3,P3,i74,Rollinia exsucca,Nitrogen>B3>P3>i74>Rollinia exsucca,2-Jul,2002,July,4.1,4.6,
Nitrogen,B3,P3,i74,Rollinia exsucca,Nitrogen>B3>P3>i74>Rollinia exsucca,4-Jul,2004,July,4.5,5,
Nitrogen,B3,P3,i74,Rollinia exsucca,Nitrogen>B3>P3>i74>Rollinia exsucca,5-Jul,2005,July,4.7,5.2,
Nitrogen,B3,P3,i75,Rollinia exsucca,Nitrogen>B3>P3>i75>Rollinia exsucca,Nov-99,1999,November,2.8,3,
Nitrogen,B3,P3,i75,Rollinia exsucca,Nitrogen>B3>P3>i75>Rollinia exsucca,May-00,2000,May,4.5,3.75,
Nitrogen,B3,P3,i75,Rollinia exsucca,Nitrogen>B3>P3>i75>Rollinia exsucca,1-Jun,2001,June,5.5,4.5,
Nitrogen,B3,P3,i75,Rollinia exsucca,Nitrogen>B3>P3>i75>Rollinia exsucca,2-Jul,2002,July,6.7,5,
Nitrogen,B3,P3,i75,Rollinia exsucca,Nitrogen>B3>P3>i75>Rollinia exsucca,4-Jul,2004,July,7.8,6,
Nitrogen,B3,P3,i75,Rollinia exsucca,Nitrogen>B3>P3>i75>Rollinia exsucca,5-Jul,2005,July,8.4,7,
Nitrogen,B3,P3,i76,Banara guianensis,Nitrogen>B3>P3>i76>Banara guianensis,Nov-99,1999,November,2,2.6,
Nitrogen,B3,P3,i76,Banara guianensis,Nitrogen>B3>P3>i76>Banara guianensis,May-00,2000,May,3.3,3.1,
Nitrogen,B3,P3,i76,Banara guianensis,Nitrogen>B3>P3>i76>Banara guianensis,1-Jun,2001,June,4.5,3.7,
Nitrogen,B3,P3,i76,Banara guianensis,Nitrogen>B3>P3>i76>Banara guianensis,2-Jul,2002,July,6.5,4.2,
Nitrogen,B3,P3,i76,Banara guianensis,Nitrogen>B3>P3>i76>Banara guianensis,4-Jul,2004,July,7.5,6,
Nitrogen,B3,P3,i76,Banara guianensis,Nitrogen>B3>P3>i76>Banara guianensis,5-Jul,2005,July,8.5,6.6,
Nitrogen,B3,P3,i77,Rollinia exsucca,Nitrogen>B3>P3>i77>Rollinia exsucca,Nov-99,1999,November,4.7,4.3,
Nitrogen,B3,P3,i77,Rollinia exsucca,Nitrogen>B3>P3>i77>Rollinia exsucca,May-00,2000,May,8.7,5.8,
Nitrogen,B3,P3,i77,Rollinia exsucca,Nitrogen>B3>P3>i77>Rollinia exsucca,1-Jun,2001,June,8.8,6.4,
Nitrogen,B3,P3,i77,Rollinia exsucca,Nitrogen>B3>P3>i77>Rollinia exsucca,2-Jul,2002,July,10.4,6.6,
Nitrogen,B3,P3,i77,Rollinia exsucca,Nitrogen>B3>P3>i77>Rollinia exsucca,4-Jul,2004,July,11.2,7.5,
Nitrogen,B3,P3,i77,Rollinia exsucca,Nitrogen>B3>P3>i77>Rollinia exsucca,5-Jul,2005,July,11.1,7.9,
Nitrogen,B3,P3,i78,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i78>Zanthoxylum rhoifolium,Nov-99,1999,November,2.2,3.4,
Nitrogen,B3,P3,i78,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i78>Zanthoxylum rhoifolium,May-00,2000,May,3.5,4.1,
Nitrogen,B3,P3,i78,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i78>Zanthoxylum rhoifolium,1-Jun,2001,June,3.9,5,
Nitrogen,B3,P3,i78,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i78>Zanthoxylum rhoifolium,2-Jul,2002,July,4,5.1,
Nitrogen,B3,P3,i78,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i78>Zanthoxylum rhoifolium,4-Jul,2004,July,4.3,5.5,
Nitrogen,B3,P3,i78,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i78>Zanthoxylum rhoifolium,5-Jul,2005,July,4.6,5.6,
Nitrogen,B3,P3,i79,Rollinia exsucca,Nitrogen>B3>P3>i79>Rollinia exsucca,Nov-99,1999,November,3.8,3,
Nitrogen,B3,P3,i79,Rollinia exsucca,Nitrogen>B3>P3>i79>Rollinia exsucca,May-00,2000,May,5.1,4,
Nitrogen,B3,P3,i79,Rollinia exsucca,Nitrogen>B3>P3>i79>Rollinia exsucca,1-Jun,2001,June,7.3,5.5,
Nitrogen,B3,P3,i79,Rollinia exsucca,Nitrogen>B3>P3>i79>Rollinia exsucca,2-Jul,2002,July,9,6.2,
Nitrogen,B3,P3,i79,Rollinia exsucca,Nitrogen>B3>P3>i79>Rollinia exsucca,4-Jul,2004,July,9.3,7,
Nitrogen,B3,P3,i79,Rollinia exsucca,Nitrogen>B3>P3>i79>Rollinia exsucca,5-Jul,2005,July,10.5,7.5,
Nitrogen,B3,P3,i80,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i80>Zanthoxylum rhoifolium,Nov-99,1999,November,2.1,2.5,
Nitrogen,B3,P3,i80,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i80>Zanthoxylum rhoifolium,May-00,2000,May,3,3.5,
Nitrogen,B3,P3,i80,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i80>Zanthoxylum rhoifolium,1-Jun,2001,June,3.1,4,
Nitrogen,B3,P3,i80,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i80>Zanthoxylum rhoifolium,2-Jul,2002,July,3.3,4.3,
Nitrogen,B3,P3,i81,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i81>Zanthoxylum rhoifolium,Nov-99,1999,November,2.4,2.8,
Nitrogen,B3,P3,i81,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i81>Zanthoxylum rhoifolium,May-00,2000,May,3.4,3.4,
Nitrogen,B3,P3,i81,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i81>Zanthoxylum rhoifolium,1-Jun,2001,June,3.7,4,
Nitrogen,B3,P3,i81,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i81>Zanthoxylum rhoifolium,2-Jul,2002,July,3.8,4.2,
Nitrogen,B3,P3,i81,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i81>Zanthoxylum rhoifolium,4-Jul,2004,July,4,5,
Nitrogen,B3,P3,i81,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i81>Zanthoxylum rhoifolium,5-Jul,2005,July,4.1,5,
Nitrogen,B3,P3,i82,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i82>Zanthoxylum rhoifolium,Nov-99,1999,November,2,2.8,
Nitrogen,B3,P3,i82,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i82>Zanthoxylum rhoifolium,May-00,2000,May,3.1,3.6,
Nitrogen,B3,P3,i82,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i82>Zanthoxylum rhoifolium,1-Jun,2001,June,3.3,4,
Nitrogen,B3,P3,i82,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i82>Zanthoxylum rhoifolium,2-Jul,2002,July,3.3,4.2,
Nitrogen,B3,P3,i82,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i82>Zanthoxylum rhoifolium,4-Jul,2004,July,3.3,4.5,
Nitrogen,B3,P3,i82,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i82>Zanthoxylum rhoifolium,5-Jul,2005,July,3.3,4.5,
Nitrogen,B3,P3,i83,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i83>Zanthoxylum rhoifolium,Nov-99,1999,November,3.5,3.7,
Nitrogen,B3,P3,i83,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i83>Zanthoxylum rhoifolium,May-00,2000,May,5.2,4,
Nitrogen,B3,P3,i83,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i83>Zanthoxylum rhoifolium,1-Jun,2001,June,7.5,4.6,
Nitrogen,B3,P3,i83,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i83>Zanthoxylum rhoifolium,2-Jul,2002,July,7.9,5,
Nitrogen,B3,P3,i83,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i83>Zanthoxylum rhoifolium,4-Jul,2004,July,8.2,6,
Nitrogen,B3,P3,i83,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i83>Zanthoxylum rhoifolium,5-Jul,2005,July,8.3,6.1,
Nitrogen,B3,P3,i84,Banara guianensis,Nitrogen>B3>P3>i84>Banara guianensis,Nov-99,1999,November,3,3.1,
Nitrogen,B3,P3,i84,Banara guianensis,Nitrogen>B3>P3>i84>Banara guianensis,May-00,2000,May,4.5,4,
Nitrogen,B3,P3,i84,Banara guianensis,Nitrogen>B3>P3>i84>Banara guianensis,1-Jun,2001,June,5.3,5,
Nitrogen,B3,P3,i84,Banara guianensis,Nitrogen>B3>P3>i84>Banara guianensis,2-Jul,2002,July,9.1,5.5,
Nitrogen,B3,P3,i84,Banara guianensis,Nitrogen>B3>P3>i84>Banara guianensis,4-Jul,2004,July,9.4,6.5,
Nitrogen,B3,P3,i84,Banara guianensis,Nitrogen>B3>P3>i84>Banara guianensis,5-Jul,2005,July,10.1,6.7,
Nitrogen,B3,P3,i85,Vernonia cf. scabra,Nitrogen>B3>P3>i85>Vernonia cf. scabra,Nov-99,1999,November,3.9,2.8,
Nitrogen,B3,P3,i86,Rollinia exsucca,Nitrogen>B3>P3>i86>Rollinia exsucca,Nov-99,1999,November,3.6,3,
Nitrogen,B3,P3,i86,Rollinia exsucca,Nitrogen>B3>P3>i86>Rollinia exsucca,May-00,2000,May,4.5,3.6,
Nitrogen,B3,P3,i86,Rollinia exsucca,Nitrogen>B3>P3>i86>Rollinia exsucca,1-Jun,2001,June,4.7,4,
Nitrogen,B3,P3,i86,Rollinia exsucca,Nitrogen>B3>P3>i86>Rollinia exsucca,2-Jul,2002,July,5,4.4,
Nitrogen,B3,P3,i86,Rollinia exsucca,Nitrogen>B3>P3>i86>Rollinia exsucca,4-Jul,2004,July,9.2,6,
Nitrogen,B3,P3,i86,Rollinia exsucca,Nitrogen>B3>P3>i86>Rollinia exsucca,5-Jul,2005,July,9.9,6.3,
Nitrogen,B3,P3,i87,Rollinia exsucca,Nitrogen>B3>P3>i87>Rollinia exsucca,Nov-99,1999,November,3,2.8,
Nitrogen,B3,P3,i87,Rollinia exsucca,Nitrogen>B3>P3>i87>Rollinia exsucca,May-00,2000,May,5.4,3.75,
Nitrogen,B3,P3,i87,Rollinia exsucca,Nitrogen>B3>P3>i87>Rollinia exsucca,1-Jun,2001,June,7.4,4.4,
Nitrogen,B3,P3,i87,Rollinia exsucca,Nitrogen>B3>P3>i87>Rollinia exsucca,2-Jul,2002,July,8.5,4.8,
Nitrogen,B3,P3,i87,Rollinia exsucca,Nitrogen>B3>P3>i87>Rollinia exsucca,4-Jul,2004,July,10.9,6,
Nitrogen,B3,P3,i87,Rollinia exsucca,Nitrogen>B3>P3>i87>Rollinia exsucca,5-Jul,2005,July,11.5,7,
Nitrogen,B3,P3,i88,Myrcia paivae,Nitrogen>B3>P3>i88>Myrcia paivae,Nov-99,1999,November,4.6,3.7,
Nitrogen,B3,P3,i88,Myrcia paivae,Nitrogen>B3>P3>i88>Myrcia paivae,May-00,2000,May,5.5,4.8,
Nitrogen,B3,P3,i88,Myrcia paivae,Nitrogen>B3>P3>i88>Myrcia paivae,1-Jun,2001,June,6.9,6,
Nitrogen,B3,P3,i88,Myrcia paivae,Nitrogen>B3>P3>i88>Myrcia paivae,2-Jul,2002,July,7.6,6.4,
Nitrogen,B3,P3,i88,Myrcia paivae,Nitrogen>B3>P3>i88>Myrcia paivae,4-Jul,2004,July,10,8,
Nitrogen,B3,P3,i88,Myrcia paivae,Nitrogen>B3>P3>i88>Myrcia paivae,5-Jul,2005,July,11.3,8.4,
Nitrogen,B3,P3,i89,Rollinia exsucca,Nitrogen>B3>P3>i89>Rollinia exsucca,Nov-99,1999,November,8.2,4.7,
Nitrogen,B3,P3,i89,Rollinia exsucca,Nitrogen>B3>P3>i89>Rollinia exsucca,May-00,2000,May,9.8,5.5,
Nitrogen,B3,P3,i89,Rollinia exsucca,Nitrogen>B3>P3>i89>Rollinia exsucca,1-Jun,2001,June,10.9,6.5,
Nitrogen,B3,P3,i89,Rollinia exsucca,Nitrogen>B3>P3>i89>Rollinia exsucca,2-Jul,2002,July,11.5,7.5,
Nitrogen,B3,P3,i89,Rollinia exsucca,Nitrogen>B3>P3>i89>Rollinia exsucca,4-Jul,2004,July,11.5,8.5,
Nitrogen,B3,P3,i89,Rollinia exsucca,Nitrogen>B3>P3>i89>Rollinia exsucca,5-Jul,2005,July,11.5,8.6,
Nitrogen,B3,P3,i90,Lantana cambara,Nitrogen>B3>P3>i90>Lantana cambara,Nov-99,1999,November,6.2,2.8,
Nitrogen,B3,P3,i90,Lantana cambara,Nitrogen>B3>P3>i90>Lantana cambara,May-00,2000,May,7,3.5,
Nitrogen,B3,P3,i90,Lantana cambara,Nitrogen>B3>P3>i90>Lantana cambara,1-Jun,2001,June,6.5,4,
Nitrogen,B3,P3,i91,Rollinia exsucca,Nitrogen>B3>P3>i91>Rollinia exsucca,Nov-99,1999,November,8.3,5.2,
Nitrogen,B3,P3,i91,Rollinia exsucca,Nitrogen>B3>P3>i91>Rollinia exsucca,May-00,2000,May,10.8,6,
Nitrogen,B3,P3,i91,Rollinia exsucca,Nitrogen>B3>P3>i91>Rollinia exsucca,1-Jun,2001,June,12.7,7,
Nitrogen,B3,P3,i91,Rollinia exsucca,Nitrogen>B3>P3>i91>Rollinia exsucca,2-Jul,2002,July,14.1,7.5,
Nitrogen,B3,P3,i91,Rollinia exsucca,Nitrogen>B3>P3>i91>Rollinia exsucca,4-Jul,2004,July,14.7,8,
Nitrogen,B3,P3,i91,Rollinia exsucca,Nitrogen>B3>P3>i91>Rollinia exsucca,5-Jul,2005,July,15,8.5,
Nitrogen,B3,P3,i92,Mimosa,Nitrogen>B3>P3>i92>Mimosa,Nov-99,1999,November,2.5,3.2,Introduced species
Nitrogen,B3,P3,i93,Vismia guianensis,Nitrogen>B3>P3>i93>Vismia guianensis,Nov-99,1999,November,2,2,
Nitrogen,B3,P3,i93,Vismia guianensis,Nitrogen>B3>P3>i93>Vismia guianensis,May-00,2000,May,2.4,2.6,
Nitrogen,B3,P3,i93,Vismia guianensis,Nitrogen>B3>P3>i93>Vismia guianensis,1-Jun,2001,June,4.5,3.5,
Nitrogen,B3,P3,i93,Vismia guianensis,Nitrogen>B3>P3>i93>Vismia guianensis,2-Jul,2002,July,6.3,4,
Nitrogen,B3,P3,i93,Vismia guianensis,Nitrogen>B3>P3>i93>Vismia guianensis,4-Jul,2004,July,7.8,5,
Nitrogen,B3,P3,i93,Vismia guianensis,Nitrogen>B3>P3>i93>Vismia guianensis,5-Jul,2005,July,8.3,6,
Nitrogen,B3,P3,i94,Rollinia exsucca,Nitrogen>B3>P3>i94>Rollinia exsucca,Nov-99,1999,November,2.8,2.8,
Nitrogen,B3,P3,i94,Rollinia exsucca,Nitrogen>B3>P3>i94>Rollinia exsucca,May-00,2000,May,4.1,4,
Nitrogen,B3,P3,i94,Rollinia exsucca,Nitrogen>B3>P3>i94>Rollinia exsucca,1-Jun,2001,June,5.2,4.6,
Nitrogen,B3,P3,i94,Rollinia exsucca,Nitrogen>B3>P3>i94>Rollinia exsucca,2-Jul,2002,July,6,5.3,
Nitrogen,B3,P3,i94,Rollinia exsucca,Nitrogen>B3>P3>i94>Rollinia exsucca,4-Jul,2004,July,6.1,6,
Nitrogen,B3,P3,i94,Rollinia exsucca,Nitrogen>B3>P3>i94>Rollinia exsucca,5-Jul,2005,July,6.3,6.5,
Nitrogen,B3,P3,i95,Lantana cambara,Nitrogen>B3>P3>i95>Lantana cambara,Nov-99,1999,November,5.6,2.8,
Nitrogen,B3,P3,i95,Lantana cambara,Nitrogen>B3>P3>i95>Lantana cambara,May-00,2000,May,6.1,2.85,
Nitrogen,B3,P3,i95,Lantana cambara,Nitrogen>B3>P3>i95>Lantana cambara,1-Jun,2001,June,6,3,
Nitrogen,B3,P3,i95,Lantana cambara,Nitrogen>B3>P3>i95>Lantana cambara,2-Jul,2002,July,6,3.2,
Nitrogen,B3,P3,I96,Vismia guianensis,Nitrogen>B3>P3>I96>Vismia guianensis,Nov-99,1999,November,4.7,3.5,
Nitrogen,B3,P3,I96,Vismia guianensis,Nitrogen>B3>P3>I96>Vismia guianensis,May-00,2000,May,5.8,4,
Nitrogen,B3,P3,I96,Vismia guianensis,Nitrogen>B3>P3>I96>Vismia guianensis,1-Jun,2001,June,8.6,5.5,
Nitrogen,B3,P3,I96,Vismia guianensis,Nitrogen>B3>P3>I96>Vismia guianensis,2-Jul,2002,July,10.3,6,
Nitrogen,B3,P3,I96,Vismia guianensis,Nitrogen>B3>P3>I96>Vismia guianensis,4-Jul,2004,July,11.3,7,
Nitrogen,B3,P3,I96,Vismia guianensis,Nitrogen>B3>P3>I96>Vismia guianensis,5-Jul,2005,July,11.3,7.1,
Nitrogen,B3,P3,i97,Sclerolobium paniculatum,Nitrogen>B3>P3>i97>Sclerolobium paniculatum,Nov-99,1999,November,2.2,2.6,
Nitrogen,B3,P3,i97,Sclerolobium paniculatum,Nitrogen>B3>P3>i97>Sclerolobium paniculatum,May-00,2000,May,4.1,4,
Nitrogen,B3,P3,i97,Sclerolobium paniculatum,Nitrogen>B3>P3>i97>Sclerolobium paniculatum,1-Jun,2001,June,7.7,6,
Nitrogen,B3,P3,i97,Sclerolobium paniculatum,Nitrogen>B3>P3>i97>Sclerolobium paniculatum,2-Jul,2002,July,10.2,6.8,
Nitrogen,B3,P3,i97,Sclerolobium paniculatum,Nitrogen>B3>P3>i97>Sclerolobium paniculatum,4-Jul,2004,July,17.1,17,
Nitrogen,B3,P3,i97,Sclerolobium paniculatum,Nitrogen>B3>P3>i97>Sclerolobium paniculatum,5-Jul,2005,July,24.4,18.5,
Nitrogen,B3,P3,i98,Lantana cambara,Nitrogen>B3>P3>i98>Lantana cambara,Nov-99,1999,November,4.8,2.8,
Nitrogen,B3,P3,i98,Lantana cambara,Nitrogen>B3>P3>i98>Lantana cambara,May-00,2000,May,5,2.8,
Nitrogen,B3,P3,i99,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i99>Zanthoxylum rhoifolium,Nov-99,1999,November,6.5,4.3,
Nitrogen,B3,P3,i99,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i99>Zanthoxylum rhoifolium,May-00,2000,May,8.2,5.5,
Nitrogen,B3,P3,i99,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i99>Zanthoxylum rhoifolium,1-Jun,2001,June,8.3,6,
Nitrogen,B3,P3,i99,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i99>Zanthoxylum rhoifolium,2-Jul,2002,July,8.3,6.1,
Nitrogen,B3,P3,i100,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i100>Zanthoxylum rhoifolium,Nov-99,1999,November,5.5,4.3,
Nitrogen,B3,P3,i100,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i100>Zanthoxylum rhoifolium,May-00,2000,May,6.8,5.5,
Nitrogen,B3,P3,i100,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i100>Zanthoxylum rhoifolium,1-Jun,2001,June,7.5,6,
Nitrogen,B3,P3,i100,Zanthoxylum rhoifolium,Nitrogen>B3>P3>i100>Zanthoxylum rhoifolium,2-Jul,2002,July,8,6.2,
Nitrogen,B3,P3,i101,Rollinia exsucca,Nitrogen>B3>P3>i101>Rollinia exsucca,Nov-99,1999,November,5.9,3.25,
Nitrogen,B3,P3,i101,Rollinia exsucca,Nitrogen>B3>P3>i101>Rollinia exsucca,May-00,2000,May,8.5,5.3,
Nitrogen,B3,P3,i101,Rollinia exsucca,Nitrogen>B3>P3>i101>Rollinia exsucca,1-Jun,2001,June,11.4,6.2,
Nitrogen,B3,P3,i101,Rollinia exsucca,Nitrogen>B3>P3>i101>Rollinia exsucca,2-Jul,2002,July,12.5,6.7,
Nitrogen,B3,P3,i101,Rollinia exsucca,Nitrogen>B3>P3>i101>Rollinia exsucca,4-Jul,2004,July,13.7,7,
Nitrogen,B3,P3,i101,Rollinia exsucca,Nitrogen>B3>P3>i101>Rollinia exsucca,5-Jul,2005,July,13.7,7.1,
Nitrogen,B3,P3,i102,Aegiphila villosa,Nitrogen>B3>P3>i102>Aegiphila villosa,Nov-99,1999,November,2.9,2.7,
Nitrogen,B3,P3,i102,Aegiphila villosa,Nitrogen>B3>P3>i102>Aegiphila villosa,May-00,2000,May,3.9,3.5,
Nitrogen,B3,P3,i102,Aegiphila villosa,Nitrogen>B3>P3>i102>Aegiphila villosa,1-Jun,2001,June,4.3,4,
Nitrogen,B3,P3,i102,Aegiphila villosa,Nitrogen>B3>P3>i102>Aegiphila villosa,2-Jul,2002,July,4.6,4.1,
Nitrogen,B3,P3,i102,Aegiphila villosa,Nitrogen>B3>P3>i102>Aegiphila villosa,4-Jul,2004,July,4.6,5,
Nitrogen,B3,P3,i102,Aegiphila villosa,Nitrogen>B3>P3>i102>Aegiphila villosa,5-Jul,2005,July,4.7,5.5,
Nitrogen,B3,P3,i103,Banara guianensis,Nitrogen>B3>P3>i103>Banara guianensis,Nov-99,1999,November,2.7,2.5,
Nitrogen,B3,P3,i103,Banara guianensis,Nitrogen>B3>P3>i103>Banara guianensis,May-00,2000,May,3.6,3,
Nitrogen,B3,P3,i103,Banara guianensis,Nitrogen>B3>P3>i103>Banara guianensis,1-Jun,2001,June,4.7,3.4,
Nitrogen,B3,P3,i103,Banara guianensis,Nitrogen>B3>P3>i103>Banara guianensis,2-Jul,2002,July,5.1,3.6,
Nitrogen,B3,P3,i103,Banara guianensis,Nitrogen>B3>P3>i103>Banara guianensis,4-Jul,2004,July,7,4.5,
Nitrogen,B3,P3,i103,Banara guianensis,Nitrogen>B3>P3>i103>Banara guianensis,5-Jul,2005,July,7,4.6,
Nitrogen,B3,P3,i104,Banara guianensis,Nitrogen>B3>P3>i104>Banara guianensis,Nov-99,1999,November,4.9,3.9,
Nitrogen,B3,P3,i104,Banara guianensis,Nitrogen>B3>P3>i104>Banara guianensis,May-00,2000,May,6.2,4.4,
Nitrogen,B3,P3,i104,Banara guianensis,Nitrogen>B3>P3>i104>Banara guianensis,1-Jun,2001,June,7.6,5,
Nitrogen,B3,P3,i104,Banara guianensis,Nitrogen>B3>P3>i104>Banara guianensis,2-Jul,2002,July,10.3,5.6,
Nitrogen,B3,P3,i104,Banara guianensis,Nitrogen>B3>P3>i104>Banara guianensis,4-Jul,2004,July,10.8,6,
Nitrogen,B3,P3,i104,Banara guianensis,Nitrogen>B3>P3>i104>Banara guianensis,5-Jul,2005,July,11,6.5,
Nitrogen,B3,P3,i105,Rollinia exsucca,Nitrogen>B3>P3>i105>Rollinia exsucca,Nov-99,1999,November,2.9,2.7,
Nitrogen,B3,P3,i105,Rollinia exsucca,Nitrogen>B3>P3>i105>Rollinia exsucca,May-00,2000,May,4.6,3.65,
Nitrogen,B3,P3,i105,Rollinia exsucca,Nitrogen>B3>P3>i105>Rollinia exsucca,1-Jun,2001,June,6.3,4.2,
Nitrogen,B3,P3,i105,Rollinia exsucca,Nitrogen>B3>P3>i105>Rollinia exsucca,2-Jul,2002,July,10,4.5,
Nitrogen,B3,P3,i105,Rollinia exsucca,Nitrogen>B3>P3>i105>Rollinia exsucca,4-Jul,2004,July,12.5,7,
Nitrogen,B3,P3,i105,Rollinia exsucca,Nitrogen>B3>P3>i105>Rollinia exsucca,5-Jul,2005,July,13,8,
Nitrogen,B3,P3,i106,Rollinia exsucca,Nitrogen>B3>P3>i106>Rollinia exsucca,Nov-99,1999,November,7.5,4.35,
Nitrogen,B3,P3,i106,Rollinia exsucca,Nitrogen>B3>P3>i106>Rollinia exsucca,May-00,2000,May,8.2,5.5,
Nitrogen,B3,P3,i106,Rollinia exsucca,Nitrogen>B3>P3>i106>Rollinia exsucca,1-Jun,2001,June,10.2,7.5,
Nitrogen,B3,P3,i106,Rollinia exsucca,Nitrogen>B3>P3>i106>Rollinia exsucca,2-Jul,2002,July,11.1,7.8,
Nitrogen,B3,P3,i106,Rollinia exsucca,Nitrogen>B3>P3>i106>Rollinia exsucca,4-Jul,2004,July,11.2,8.5,
Nitrogen,B3,P3,i106,Rollinia exsucca,Nitrogen>B3>P3>i106>Rollinia exsucca,5-Jul,2005,July,11.3,8.6,
